# VELOCITY:     AVE_POFV:        ERROR:
     1.04881    0.781195  0.00979803
     1.18865    0.747824   0.0131976
     1.32849    0.686108  0.00829959
     1.46833    0.592305  0.00802527
     1.60817      0.4972   0.0106529
     1.74801    0.392871  0.00891498
     1.88786    0.299728  0.00853863
      2.0277    0.209482  0.00458806
     2.16754    0.140376  0.00561301
     2.30738   0.0891566   0.0041184
     2.44722   0.0518939  0.00204972
     2.58706   0.0343945  0.00296607
      2.7269   0.0200149  0.00215601
     2.86674   0.0108081  0.00132358
     3.00659   0.0065054 0.000710984
     3.14643  0.00329408 0.000770696
     3.28627 0.000739375 0.000451892
     3.42611 0.000132425 0.000120887
     3.56595 0.000209673 0.000191405
     3.70579 0.000199205 0.000181849
     3.84563 0.000233807 0.000213436
     3.98547 1.65532e-05 1.51109e-05
     4.12531 2.20709e-05 2.01479e-05
   0.0699206  0.00921302  0.00105557
    0.209762   0.0761871  0.00209035
    0.349603    0.201728  0.00268447
    0.489444    0.359356  0.00288626
    0.629285    0.533193   0.0118851
    0.769126    0.657076   0.0113721
    0.908968    0.742626  0.00918983
     1.04881    0.784239   0.0088583
     1.18865    0.755644   0.0134307
     1.32849    0.691683  0.00878871
     1.46833    0.590697  0.00703805
     1.60817     0.49262   0.0100673
     1.74801    0.392493  0.00764943
     1.88786    0.300572  0.00736045
      2.0277    0.209687  0.00393722
     2.16754    0.140248  0.00481262
     2.30738    0.087345  0.00390823
     2.44722    0.050974  0.00195242
     2.58706   0.0340923   0.0025577
      2.7269   0.0197522  0.00186395
     2.86674   0.0112647  0.00121068
     3.00659  0.00612467 0.000704009
     3.14643   0.0028235 0.000791328
     3.28627  0.00063375  0.00039949
     3.42611 0.000113507 0.000105087
     3.56595  0.00017972 0.000166389
     3.70579 0.000170747 0.000158081
     3.84563 0.000200406  0.00018554
     3.98547 1.41884e-05 1.31359e-05
     4.12531 1.89179e-05 1.75146e-05
   0.0699206   0.0089594 0.000953604
    0.209762   0.0780854  0.00254922
    0.349603    0.205745  0.00443121
    0.489444    0.359159  0.00253219
    0.629285    0.532057   0.0104536
    0.769126    0.652476   0.0108409
    0.908968    0.740207  0.00835339
     1.04881    0.787142  0.00821297
     1.18865      0.7592   0.0122135
     1.32849     0.69653  0.00892716
     1.46833    0.591602  0.00621615
     1.60817    0.492356  0.00881238
     1.74801    0.389085  0.00741366
     1.88786    0.296695  0.00739151
      2.0277    0.208968  0.00351011
     2.16754    0.137967  0.00472091
     2.30738   0.0870913  0.00342793
     2.44722    0.052763  0.00239141
     2.58706   0.0341263  0.00223821
      2.7269   0.0196378  0.00163446
     2.86674   0.0116112  0.00110783
     3.00659  0.00564463   0.0007623
     3.14643  0.00255333 0.000737091
     3.28627 0.000699371 0.000354902
     3.42611  9.9319e-05 9.29044e-05
     3.56595 0.000157255 0.000147099
     3.70579 0.000149404 0.000139755
     3.84563 0.000175355  0.00016403
     3.98547 1.24149e-05 1.16131e-05
     4.12531 1.65532e-05 1.54841e-05
   0.0699206  0.00898653 0.000848034
    0.209762   0.0771341  0.00243704
    0.349603    0.204426  0.00413061
    0.489444    0.360797  0.00272981
    0.629285    0.532763  0.00931589
    0.769126     0.65331  0.00966833
    0.908968    0.744457  0.00843769
     1.04881    0.790397  0.00791916
     1.18865    0.761487   0.0110686
     1.32849    0.696926  0.00794406
     1.46833    0.595498  0.00663522
     1.60817    0.491988   0.0078409
     1.74801    0.389878  0.00663213
     1.88786     0.29316    0.007367
      2.0277    0.204477  0.00525999
     2.16754    0.135559  0.00477073
     2.30738    0.085165   0.0035472
     2.44722   0.0523483  0.00216136
     2.58706     0.03352     0.00207
      2.7269   0.0191148  0.00153425
     2.86674   0.0111267  0.00108555
     3.00659  0.00501745 0.000899329
     3.14643  0.00226962 0.000707687
     3.28627 0.000621663 0.000323864
     3.42611 8.82836e-05 8.32346e-05
     3.56595 0.000139782 0.000131788
     3.70579 0.000132804 0.000125208
     3.84563 0.000155871 0.000146957
     3.98547 1.10354e-05 1.04043e-05
     4.12531 1.47139e-05 1.38724e-05
   0.0699206  0.00888574 0.000769196
    0.209762   0.0758168  0.00252436
    0.349603    0.202331   0.0042155
    0.489444    0.360906    0.002459
    0.629285    0.530089  0.00875945
    0.769126     0.65247  0.00873789
    0.908968    0.746368  0.00780727
     1.04881    0.789147  0.00722518
     1.18865     0.76198  0.00997269
     1.32849    0.701591  0.00840815
     1.46833    0.596848  0.00610735
     1.60817      0.4957  0.00788656
     1.74801    0.388072  0.00620996
     1.88786    0.292061  0.00671184
      2.0277    0.203098  0.00491128
     2.16754    0.134293  0.00445869
     2.30738   0.0851304  0.00319265
     2.44722   0.0525098  0.00195125
     2.58706   0.0340978  0.00194194
      2.7269    0.018958  0.00138882
     2.86674   0.0117587  0.00114631
     3.00659  0.00515797   0.0008203
     3.14643  0.00237704 0.000645018
     3.28627  0.00062571 0.000291503
     3.42611 0.000152289 9.64299e-05
     3.56595 0.000264851 0.000167768
     3.70579 0.000119523  0.00011339
     3.84563 0.000140284 0.000133085
     3.98547  9.9319e-06 9.42223e-06
     4.12531 1.32425e-05  1.2563e-05
   0.0699206  0.00908619 0.000724916
    0.209762   0.0769452  0.00253452
    0.349603    0.201375  0.00393912
    0.489444    0.357892  0.00364077
    0.629285    0.525515  0.00907909
    0.769126     0.64871  0.00871505
    0.908968    0.747354  0.00715944
     1.04881      0.7903  0.00665979
     1.18865    0.765272  0.00959412
     1.32849    0.703577  0.00787489
     1.46833     0.59924  0.00600234
     1.60817    0.495176  0.00718696
     1.74801    0.389513  0.00581036
     1.88786    0.292946  0.00615977
      2.0277    0.205405  0.00497691
     2.16754    0.133319  0.00415824
     2.30738   0.0840516  0.00307926
     2.44722   0.0520249  0.00183311
     2.58706   0.0347269  0.00186455
      2.7269   0.0188267  0.00126875
     2.86674   0.0112315  0.00115702
     3.00659  0.00511643 0.000746778
     3.14643  0.00216094 0.000621525
     3.28627 0.000568827 0.000270496
     3.42611 0.000138445 8.86518e-05
     3.56595 0.000240773 0.000154234
     3.70579 0.000108657 0.000103601
     3.84563 0.000127531 0.000121596
     3.98547   9.029e-06 8.60882e-06
     4.12531 1.20387e-05 1.14784e-05
   0.0699206  0.00886146  0.00069847
    0.209762   0.0766274  0.00234315
    0.349603    0.202306  0.00371917
    0.489444    0.360432  0.00412934
    0.629285    0.527142  0.00846688
    0.769126    0.650109  0.00810038
    0.908968    0.750122  0.00707806
     1.04881    0.790169   0.0061061
     1.18865    0.764603  0.00881792
     1.32849     0.70265  0.00727301
     1.46833    0.598019   0.0056249
     1.60817    0.495419  0.00659213
     1.74801    0.389826  0.00533459
     1.88786    0.290762   0.0060212
      2.0277    0.202418    0.005384
     2.16754    0.132395  0.00391308
     2.30738   0.0849101  0.00293988
     2.44722   0.0519327  0.00168267
     2.58706   0.0341698  0.00179048
      2.7269   0.0184799  0.00120947
     2.86674   0.0113136   0.0010635
     3.00659  0.00517838 0.000687111
     3.14643  0.00201949 0.000585607
     3.28627 0.000521425 0.000252074
     3.42611 0.000126908 8.20114e-05
     3.56595 0.000220709 0.000142681
     3.70579 9.96026e-05 9.53623e-05
     3.84563 0.000116904 0.000111927
     3.98547 8.27658e-06 7.92423e-06
     4.12531 1.10354e-05 1.05656e-05
   0.0699206  0.00891834 0.000647053
    0.209762   0.0773135  0.00226113
    0.349603    0.205474  0.00458842
    0.489444    0.362999  0.00453988
    0.629285    0.528309  0.00789562
    0.769126    0.648752  0.00759015
    0.908968    0.748684  0.00667822
     1.04881    0.786264  0.00677119
     1.18865    0.762618  0.00835999
     1.32849    0.704025  0.00684231
     1.46833    0.597725  0.00519991
     1.60817    0.495761  0.00609394
     1.74801    0.388602  0.00506291
     1.88786    0.289242  0.00574655
      2.0277    0.202907  0.00499195
     2.16754    0.134722  0.00424821
     2.30738   0.0850686  0.00271801
     2.44722   0.0520685  0.00155871
     2.58706   0.0336067  0.00173905
      2.7269   0.0183699  0.00112143
     2.86674   0.0114899 0.000996218
     3.00659  0.00491502 0.000682867
     3.14643  0.00194563 0.000545197
     3.28627 0.000583181 0.000240129
     3.42611 0.000185905 9.45719e-05
     3.56595 0.000203731 0.000132711
     3.70579 9.19409e-05  8.8334e-05
     3.84563 0.000107911 0.000103677
     3.98547 7.63992e-06  7.3402e-06
     4.12531 1.01866e-05 9.78694e-06
   0.0699206  0.00905931 0.000616001
    0.209762   0.0770195  0.00211864
    0.349603    0.205173  0.00427056
    0.489444    0.362233  0.00427962
    0.629285    0.528647  0.00733889
    0.769126    0.647359  0.00717466
    0.908968    0.748403  0.00620709
     1.04881     0.78358  0.00679838
     1.18865    0.763844  0.00785228
     1.32849    0.701933  0.00666565
     1.46833    0.596304  0.00501875
     1.60817    0.496738  0.00573645
     1.74801    0.388963  0.00471419
     1.88786     0.29043  0.00545743
      2.0277    0.205589  0.00530706
     2.16754    0.136422  0.00427114
     2.30738   0.0862851  0.00278283
     2.44722   0.0526673  0.00155816
     2.58706   0.0333368  0.00163563
      2.7269   0.0183513  0.00104148
     2.86674   0.0109081  0.00108172
     3.00659  0.00471529 0.000662656
     3.14643  0.00185396 0.000513905
     3.28627  0.00058882 0.000223043
     3.42611 0.000172626 8.87441e-05
     3.56595 0.000189179 0.000124027
     3.70579 8.53737e-05 8.22681e-05
     3.84563 0.000100203 9.65581e-05
     3.98547 7.09422e-06 6.83616e-06
     4.12531 9.45895e-06 9.11488e-06
   0.0699206  0.00901596 0.000576457
    0.209762   0.0775682   0.0020472
    0.349603    0.205658  0.00401327
    0.489444    0.361685  0.00402931
    0.629285    0.528333  0.00685633
    0.769126    0.646423  0.00675708
    0.908968    0.748589  0.00579604
     1.04881     0.78188  0.00655444
     1.18865    0.762393  0.00746166
     1.32849    0.701524  0.00623381
     1.46833    0.600763  0.00636372
     1.60817    0.498005  0.00549198
     1.74801    0.389317  0.00441313
     1.88786    0.289475  0.00517647
      2.0277    0.204306   0.0051058
     2.16754    0.136089  0.00399933
     2.30738   0.0865007  0.00260565
     2.44722   0.0525705  0.00145729
     2.58706   0.0332354  0.00152973
      2.7269   0.0187942  0.00106207
     2.86674   0.0107194  0.00102593
     3.00659  0.00497037 0.000665765
     3.14643  0.00201287 0.000503615
     3.28627 0.000615778 0.000209797
     3.42611 0.000161118 8.35707e-05
     3.56595 0.000176567 0.000116398
     3.70579 7.96821e-05 7.69802e-05
     3.84563 9.35228e-05 9.03516e-05
     3.98547 6.62127e-06 6.39675e-06
     4.12531 8.82836e-06   8.529e-06
   0.0699206  0.00928426 0.000599624
    0.209762   0.0776137  0.00191975
    0.349603    0.205966  0.00377426
    0.489444    0.362208  0.00381135
    0.629285     0.52654   0.0066582
    0.769126    0.644976    0.006488
    0.908968    0.749612  0.00552332
     1.04881    0.781374  0.00616424
     1.18865    0.764217  0.00721474
     1.32849    0.700891  0.00587627
     1.46833    0.600799  0.00596609
     1.60817    0.499106  0.00525806
     1.74801    0.390007  0.00419089
     1.88786    0.289786  0.00486226
      2.0277    0.203582  0.00483783
     2.16754    0.136514  0.00377187
     2.30738   0.0871301  0.00251766
     2.44722     0.05267   0.0013696
     2.58706   0.0323355  0.00167805
      2.7269   0.0182176  0.00114155
     2.86674   0.0103846  0.00101496
     3.00659  0.00479835 0.000645994
     3.14643  0.00188706 0.000487599
     3.28627 0.000577292 0.000200183
     3.42611 0.000151048 7.89519e-05
     3.56595 0.000165532 0.000109645
     3.70579  7.4702e-05 7.23299e-05
     3.84563 8.76777e-05 8.48935e-05
     3.98547 6.20744e-06 6.01033e-06
     4.12531 8.27658e-06 8.01377e-06
   0.0699206  0.00921525 0.000568309
    0.209762   0.0775565  0.00180768
    0.349603    0.207317  0.00378628
    0.489444    0.363422  0.00377546
    0.629285    0.524527   0.0065637
    0.769126    0.645065  0.00610697
    0.908968    0.748621  0.00528646
     1.04881    0.782483  0.00590041
     1.18865    0.762922  0.00690549
     1.32849    0.698472  0.00600772
     1.46833    0.600502  0.00562254
     1.60817    0.501958   0.0056694
     1.74801    0.390343  0.00395782
     1.88786    0.288921  0.00465255
      2.0277     0.20289  0.00460248
     2.16754    0.138092  0.00386617
     2.30738   0.0871733  0.00236994
     2.44722   0.0530694    0.001346
     2.58706   0.0320011  0.00161232
      2.7269   0.0179405  0.00110752
     2.86674    0.010471 0.000958919
     3.00659  0.00489195 0.000614738
     3.14643  0.00192017 0.000460039
     3.28627 0.000586177 0.000188605
     3.42611 0.000206428 9.16961e-05
     3.56595 0.000235639 0.000123593
     3.70579 7.03077e-05 6.82085e-05
     3.84563 8.25201e-05 8.00563e-05
     3.98547  5.8423e-06 5.66786e-06
     4.12531 7.78973e-06 7.55715e-06
   0.0699206  0.00937277 0.000558142
    0.209762   0.0776969   0.0017127
    0.349603    0.207625   0.0035885
    0.489444    0.364231  0.00365126
    0.629285    0.526628  0.00652664
    0.769126    0.646512  0.00593648
    0.908968    0.751692  0.00581646
     1.04881    0.780817  0.00580285
     1.18865    0.764884  0.00679469
     1.32849    0.697496  0.00575275
     1.46833    0.597842  0.00590623
     1.60817     0.49681  0.00732799
     1.74801    0.387943  0.00440563
     1.88786     0.28696  0.00478945
      2.0277    0.203126  0.00435286
     2.16754    0.138855   0.0037259
     2.30738   0.0885176  0.00259162
     2.44722   0.0536377  0.00138602
     2.58706   0.0327357  0.00168177
      2.7269   0.0184593  0.00116118
     2.86674   0.0108328 0.000971508
     3.00659  0.00517011 0.000640432
     3.14643  0.00199742 0.000440919
     3.28627 0.000553612 0.000180916
     3.42611  0.00019496 8.73161e-05
     3.56595 0.000222548 0.000117418
     3.70579 6.64018e-05 6.45309e-05
     3.84563 7.79357e-05 7.57399e-05
     3.98547 5.51772e-06 5.36226e-06
     4.12531 7.35696e-06 7.14968e-06
   0.0699206  0.00942137 0.000530877
    0.209762   0.0779428  0.00164011
    0.349603     0.20745   0.0034039
    0.489444    0.362619  0.00379809
    0.629285    0.525543  0.00627281
    0.769126    0.647107  0.00565381
    0.908968    0.750539  0.00562333
     1.04881    0.781845  0.00558772
     1.18865    0.764853  0.00643714
     1.32849    0.697382   0.0054511
     1.46833    0.598928  0.00569451
     1.60817    0.498098  0.00705469
     1.74801    0.389053  0.00431126
     1.88786    0.286211  0.00459556
      2.0277    0.203833  0.00418069
     2.16754    0.138608  0.00353803
     2.30738   0.0880876  0.00249062
     2.44722   0.0534893  0.00132099
     2.58706   0.0324956  0.00161031
      2.7269   0.0183677  0.00110367
     2.86674   0.0107644 0.000922775
     3.00659  0.00524997 0.000611685
     3.14643  0.00201252 0.000417972
     3.28627 0.000524474 0.000173725
     3.42611 0.000184699 8.33212e-05
     3.56595 0.000210835 0.000111821
     3.70579 6.29069e-05 6.12291e-05
     3.84563 7.38338e-05 7.18646e-05
     3.98547 5.22732e-06  5.0879e-06
     4.12531 6.96976e-06 6.78386e-06
   0.0699206  0.00961574 0.000538741
    0.209762   0.0779489  0.00155812
    0.349603     0.20618   0.0034625
    0.489444    0.361963  0.00366436
    0.629285    0.525484  0.00595944
    0.769126    0.646635  0.00539081
    0.908968    0.748981  0.00555396
     1.04881    0.783543  0.00556037
     1.18865    0.765904  0.00620054
     1.32849     0.69875  0.00534731
     1.46833      0.5994  0.00542928
     1.60817    0.498544  0.00671606
     1.74801    0.389108  0.00409605
     1.88786    0.285335  0.00444849
      2.0277    0.202826  0.00409097
     2.16754    0.138272  0.00337701
     2.30738   0.0885118  0.00240194
     2.44722   0.0532647  0.00127389
     2.58706   0.0327694  0.00155291
      2.7269   0.0182389  0.00105598
     2.86674   0.0107576 0.000876662
     3.00659  0.00525232 0.000581105
     3.14643  0.00211881 0.000410365
     3.28627 0.000574395 0.000172062
     3.42611 0.000299612 0.000137151
     3.56595 0.000455212 0.000260804
     3.70579 0.000154115 0.000106237
     3.84563 7.01421e-05 6.83661e-05
     3.98547 4.96595e-06 4.84021e-06
     4.12531 6.62127e-06 6.45361e-06
