15.7375	0
15.4157	0.321804
15.2814	0.229244
15.2701	0.162469
15.0083	0.290483
14.9337	0.248613
15.0223	0.228015
15.1611	0.241353
15.1115	0.218554
15.0817	0.197725
15.0003	0.196498
15.0214	0.180621
15.045	0.167809
15.0392	0.155464
14.9702	0.160358
14.9757	0.150099
14.8863	0.166967
14.9503	0.169945
14.9448	0.160846
14.9222	0.15426
14.9246	0.146755
14.9498	0.142167
14.9184	0.13943
14.9126	0.13362
14.915	0.128189
14.934	0.124613
14.9584	0.122373
14.9834	0.120526
14.9902	0.116494
14.9864	0.112608
14.9892	0.108951
15.0195	0.109738
15.0006	0.108021
15.0104	0.105258
15.0066	0.102273
14.9784	0.103335
14.9845	0.10069
14.9989	0.0990563
15.0039	0.096607
15.0018	0.0941813
14.9777	0.0949627
14.9854	0.0929941
15.0048	0.0928473
15.0258	0.0931295
15.0112	0.0922123
14.992	0.0921917
14.9914	0.0902119
14.9806	0.088962
14.9524	0.0915947
14.9575	0.0898907
14.9619	0.0882197
14.9619	0.0865052
14.9604	0.0848708
14.9531	0.0836068
14.9689	0.0835945
14.9481	0.0846885
14.9539	0.0833871
14.9481	0.0821463
14.9646	0.0824064
14.9475	0.0827872
14.9364	0.0821754
14.9388	0.0808764
14.938	0.0795845
14.9519	0.0795679
14.9673	0.0798175
14.9615	0.0788125
14.9692	0.0780116
14.9669	0.0768939
14.9689	0.0757998
14.964	0.0748668
14.9742	0.0745038
14.9988	0.0774872
15.0105	0.0772988
15.0134	0.0763047
15.0141	0.0752851
15.011	0.0743507
15.0097	0.0733913
15.0147	0.0726146
15.0122	0.0717354
15.0162	0.0709484
15.0192	0.0701326
15.0114	0.0697114
15.0098	0.068886
15.0063	0.0681515
14.9998	0.0676609
14.9937	0.0671462
14.9844	0.067011
14.9816	0.0663062
14.9827	0.0655646
14.981	0.0648525
14.9748	0.0644307
14.9735	0.0637395
14.9743	0.0630561
14.9757	0.0623948
14.98	0.0618846
14.9891	0.0619122
15.0031	0.0628585
15.0026	0.0622147
14.9993	0.061671
14.9914	0.0615643
