15.4166	0
15.0853	0.331288
14.7607	0.376784
14.9118	0.306311
15.07	0.285166
15.1444	0.244432
15.1033	0.210633
15.1104	0.182544
15.0083	0.190634
14.9578	0.177811
14.9337	0.162632
14.9277	0.148587
14.8672	0.149475
14.8867	0.139743
14.9602	0.149438
15.0859	0.188004
15.0919	0.1767
15.0378	0.17516
15.0108	0.167872
15.0539	0.164986
15.049	0.157005
15.0643	0.150481
15.0308	0.147635
15.0679	0.146138
15.0259	0.146325
14.9851	0.146386
15.0252	0.14645
15.0625	0.145977
15.0296	0.144643
15.0208	0.140016
15.038	0.136509
15.0569	0.133517
15.0556	0.129416
15.0315	0.12784
15.0207	0.1246
15.0082	0.121734
14.9995	0.118718
15.0014	0.115569
14.963	0.118949
14.9886	0.118728
14.9578	0.119832
14.9575	0.116943
14.9443	0.114951
14.9256	0.113846
14.9425	0.112564
14.9405	0.110107
14.9344	0.107914
14.9444	0.106117
14.9647	0.10588
14.9673	0.103775
14.9673	0.101719
14.9517	0.100944
14.9291	0.101573
14.9359	0.0999086
14.9418	0.0982487
14.9452	0.0965378
14.9416	0.0948946
14.9403	0.093253
14.9235	0.0931875
14.925	0.0916331
14.9205	0.0902261
14.9137	0.0890249
14.9265	0.0885414
14.9209	0.0873268
14.9259	0.0861175
14.9218	0.0849
14.9149	0.0839036
14.916	0.0826676
14.9184	0.0814983
14.9215	0.0803859
14.9223	0.0792539
14.9395	0.0800029
14.942	0.0789385
14.9327	0.0784226
14.9417	0.0778985
14.9646	0.080207
14.9644	0.0791578
14.9621	0.0781714
14.9487	0.0783387
14.9498	0.0773595
14.947	0.0764496
14.9456	0.0755263
14.9488	0.0746787
14.9457	0.073848
14.9465	0.0729783
14.9546	0.072567
14.9546	0.0717283
14.9576	0.0709718
14.9545	0.0702368
14.9455	0.0700382
14.9319	0.0705734
14.9319	0.0698021
14.9256	0.0693393
14.9392	0.0699455
14.9404	0.069214
14.9308	0.0691649
14.9332	0.0684886
14.9202	0.069022
14.9267	0.068631
14.9138	0.069153
