5.41355	0
5.379	0.0345419
5.43469	0.0591496
5.36334	0.0826954
5.38012	0.066222
5.31782	0.0824981
5.33779	0.0725294
5.32263	0.0646167
5.35168	0.0639645
5.35149	0.0572115
5.3683	0.0544106
5.39833	0.0580421
5.40403	0.0536949
5.38241	0.0542088
5.37521	0.0509734
5.35508	0.0517564
5.37008	0.0508826
5.38222	0.0494823
5.39206	0.0478298
5.37857	0.047339
5.40164	0.0505933
5.39009	0.0496021
5.39589	0.0477479
5.37511	0.0502168
5.3864	0.0494697
5.39932	0.049255
5.39254	0.0478783
5.38246	0.0472263
5.40056	0.0490322
5.39342	0.0479029
5.39257	0.0463419
5.38993	0.0449481
5.40017	0.0447517
5.39377	0.0438844
5.3983	0.0428522
5.39561	0.041732
5.40084	0.0409236
5.40856	0.0405724
5.4253	0.0429209
5.41232	0.0438039
5.42227	0.0438648
5.41862	0.0429628
5.42044	0.0419925
5.43001	0.0421298
5.43133	0.0412037
5.43102	0.0402997
5.43473	0.0396079
5.43006	0.0390545
5.42598	0.0384665
5.42717	0.0377065
5.42441	0.0370615
5.42237	0.036399
5.42252	0.0357074
5.42535	0.0351523
5.42265	0.0346127
5.42684	0.0342462
5.42605	0.0336487
5.42714	0.0330813
5.43407	0.033245
5.43053	0.032877
5.42676	0.0325519
5.43409	0.0328515
5.42481	0.0336321
5.43076	0.0336327
5.42787	0.0332372
5.43127	0.0329046
5.43349	0.0324858
5.43313	0.0320072
5.42947	0.0317511
5.42295	0.031967
5.42091	0.0315794
5.42504	0.0314111
5.42704	0.0310412
5.43504	0.0316461
5.43268	0.0313099
5.43267	0.030895
5.43456	0.0305505
5.43818	0.0303724
5.44248	0.0302926
5.44877	0.0305664
5.44926	0.0301908
5.44443	0.0302087
5.44382	0.0298495
5.44367	0.0294929
5.43862	0.0295773
5.43437	0.0295389
5.4322	0.0292782
5.43819	0.0295561
5.43928	0.0292426
5.44618	0.0297266
5.4525	0.0300707
5.44705	0.0302367
5.44707	0.0299098
5.44476	0.0296806
5.44444	0.0293673
5.44894	0.0294065
5.44418	0.0294881
5.44388	0.0291878
5.44161	0.0289807
5.44956	0.0297691
