5.50927	0
5.48222	0.0270382
5.4596	0.027466
5.5771	0.119097
5.56701	0.0928028
5.54237	0.0796761
5.52919	0.068615
5.53265	0.0595212
5.51015	0.0571143
5.54663	0.0627754
5.58604	0.0691168
5.50538	0.102407
5.4562	0.106265
5.43069	0.101636
5.46113	0.0993941
5.46301	0.0929928
5.49885	0.0944157
5.50089	0.0890389
5.50694	0.0844383
5.49142	0.0815941
5.48983	0.0776285
5.47903	0.0747988
5.49205	0.0726486
5.50424	0.0706157
5.49623	0.0682046
5.49527	0.0655347
5.49053	0.0632377
5.47888	0.062042
5.47845	0.0598656
5.47778	0.0578402
5.48719	0.0567279
5.48839	0.0549395
5.486	0.0533035
5.48019	0.0520354
5.46779	0.0520252
5.48221	0.0525758
5.48199	0.051136
5.47593	0.0501408
5.4699	0.0492077
5.46923	0.047967
5.46681	0.0468449
5.46093	0.0460925
5.46182	0.0450165
5.45733	0.0442104
5.46283	0.0435669
5.47662	0.0447853
5.48425	0.0444817
5.4786	0.0439089
5.47322	0.0433409
5.47459	0.042488
5.46679	0.0423697
5.46729	0.0415494
5.46625	0.0407706
5.47009	0.0401925
5.4722	0.0395113
5.4783	0.0392758
5.4811	0.0386809
5.47614	0.0383304
5.46942	0.0382695
5.46959	0.0376265
5.47411	0.0372782
5.46864	0.0370772
5.4661	0.0365722
5.4623	0.036196
5.45955	0.0357405
5.46314	0.0353773
5.46141	0.0348886
5.46189	0.0343757
5.45713	0.0342068
5.45484	0.0337919
5.454	0.0333236
5.45023	0.0330731
5.44919	0.0326337
5.44561	0.0323895
5.44324	0.032043
5.43512	0.0326432
5.43536	0.0322176
5.42869	0.0324931
5.43072	0.0321432
5.43356	0.0318655
5.43567	0.0315404
5.43781	0.0312258
5.4385	0.0308553
5.4423	0.0307222
5.44388	0.0303995
5.44293	0.0300589
5.44588	0.029858
5.44055	0.0299955
5.44071	0.029657
5.44227	0.0293659
5.44943	0.0299108
5.45095	0.0296239
5.45028	0.029311
5.44872	0.029039
5.44228	0.0294449
5.4407	0.0291792
5.44091	0.0288766
5.44045	0.0285841
5.44154	0.028315
5.44982	0.0292288
