0.5     -0.974118 0.000853581
0.65    -0.913228 0.000819586
0.80    -0.849099 0.000389134
0.95    -0.782492 0.000377119
1.10    -0.720837 0.000301011
1.25    -0.664277 0.000211855
1.40    -0.612795 0.000311042
1.55    -0.568315 0.000336695
1.70    -0.528311 0.000317544
1.85    -0.493461 0.000234451
2.0     -0.462381 0.000238295
