0 1 0.7812
1 1.01 0.77822
2 1.0201 0.77847
3 1.0303 0.77876
4 1.0406 0.77356
5 1.05101 0.77171
6 1.06152 0.77141
7 1.07214 0.76921
8 1.08286 0.76557
9 1.09369 0.7629
10 1.10462 0.76158
11 1.11567 0.75861
12 1.12683 0.76128
13 1.13809 0.75733
14 1.14947 0.75435
15 1.16097 0.75299
16 1.17258 0.74908
17 1.1843 0.74731
18 1.19615 0.74495
19 1.20811 0.74476
20 1.22019 0.74271
21 1.23239 0.74004
22 1.24472 0.73928
23 1.25716 0.73666
24 1.26973 0.73171
25 1.28243 0.72895
26 1.29526 0.7309
27 1.30821 0.72622
28 1.32129 0.72263
29 1.3345 0.7207
30 1.34785 0.71631
31 1.36133 0.71273
32 1.37494 0.71333
33 1.38869 0.7086
34 1.40258 0.70999
35 1.4166 0.7055
36 1.43077 0.70369
37 1.44508 0.70079
38 1.45953 0.69744
39 1.47412 0.69296
40 1.48886 0.69191
41 1.50375 0.69052
42 1.51879 0.68413
43 1.53398 0.68127
44 1.54932 0.67783
45 1.56481 0.67793
46 1.58046 0.67269
47 1.59626 0.67336
48 1.61223 0.66994
49 1.62835 0.6634
50 1.64463 0.66382
51 1.66108 0.65827
52 1.67769 0.65518
53 1.69447 0.65377
54 1.71141 0.64943
55 1.72852 0.64483
56 1.74581 0.64179
57 1.76327 0.63909
58 1.7809 0.63686
59 1.79871 0.63253
60 1.8167 0.63023
61 1.83486 0.62328
62 1.85321 0.62357
63 1.87174 0.61807
64 1.89046 0.61424
65 1.90937 0.60777
66 1.92846 0.60653
67 1.94774 0.60293
68 1.96722 0.60315
69 1.98689 0.59654
70 2.00676 0.59491
71 2.02683 0.59059
72 2.0471 0.58395
73 2.06757 0.58517
74 2.08825 0.57863
75 2.10913 0.57425
76 2.13022 0.56833
77 2.15152 0.56497
78 2.17304 0.56219
79 2.19477 0.55596
80 2.21672 0.55187
81 2.23888 0.55063
82 2.26127 0.5459
83 2.28388 0.53969
84 2.30672 0.53946
85 2.32979 0.53433
86 2.35309 0.53148
87 2.37662 0.52608
88 2.40038 0.51959
89 2.42439 0.5164
90 2.44863 0.51414
91 2.47312 0.50942
