1   0
2   0
3   0
4   0
5   0.00925926
6   0
7   0
8   0
9   0.0185185
10  0.101852
11  0.157407
12  0.175926
13  0.222222
14  0.12963
15  0.0462963
16  0.0462963
17  0.0277778
18  0.0277778
19  0.0185185
20  0.00925926
21  0
22  0
23  0
24  0
25  0
26  0
27  0.00925926
28  0
29  0
30  0
             
