# VELOCITY:     AVE_POFV:        ERROR:
     3.29983    0.146547   0.0224359
     3.48839    0.125996   0.0103379
     3.67696   0.0824651  0.00818173
     3.86552   0.0470116  0.00979794
     4.05408   0.0421625   0.0100279
     4.24264   0.0179416  0.00521739
      4.4312   0.0088327   0.0043554
     4.61976  0.00423527  0.00351366
     4.80833  0.00220971  0.00191366
     4.99689 0.000699741 0.000605994
     5.18545 0.000484908 0.000419943
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00435558  0.00211372
    0.282843   0.0284365  0.00488181
    0.471405   0.0785723   0.0114778
    0.659966    0.143479    0.010902
    0.848528    0.230831   0.0375457
     1.03709    0.264885   0.0248824
     1.22565     0.39435   0.0435944
     1.41421    0.484201    0.039098
     1.60278    0.515171   0.0487428
     1.79134    0.461225   0.0312661
      1.9799    0.433103   0.0240298
     2.16846    0.366134   0.0121531
     2.35702    0.339843   0.0150008
     2.54558    0.380261   0.0717277
     2.73415    0.296194   0.0281216
     2.92271    0.246191   0.0264945
     3.11127     0.19113   0.0232857
     3.29983    0.146037   0.0179545
     3.48839     0.11492   0.0129056
     3.67696   0.0798245  0.00695847
     3.86552   0.0404328  0.00980123
     4.05408   0.0361999  0.00963323
     4.24264   0.0143533  0.00526521
      4.4312  0.00706616  0.00382584
     4.61976  0.00338822  0.00291124
     4.80833  0.00176777  0.00158114
     4.99689 0.000559793 0.000500694
     5.18545 0.000387927 0.000346972
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00370331  0.00185935
    0.282843   0.0305595   0.0045062
    0.471405   0.0763127  0.00978477
    0.659966    0.137387   0.0106521
    0.848528    0.226393   0.0315493
     1.03709    0.276529   0.0233009
     1.22565    0.417238   0.0419087
     1.41421    0.500916   0.0359778
     1.60278    0.523095    0.041258
     1.79134    0.478144   0.0302888
      1.9799    0.439167    0.020776
     2.16846    0.362085   0.0107809
     2.35702     0.33153   0.0146239
     2.54558    0.359045   0.0628326
     2.73415    0.301687    0.023965
     2.92271     0.23569     0.02407
     3.11127    0.187739     0.01965
     3.29983    0.138135   0.0166101
     3.48839    0.109295   0.0119176
     3.67696    0.075437  0.00704748
     3.86552    0.039873  0.00818366
     4.05408    0.030404  0.00961449
     4.24264   0.0119611  0.00490108
      4.4312  0.00588846  0.00336458
     4.61976  0.00282352   0.0024802
     4.80833  0.00147314  0.00134479
     4.99689 0.000466494 0.000425849
     5.18545 0.000323272 0.000295106
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00318128   0.0016654
    0.282843   0.0306483  0.00386333
    0.471405   0.0829412   0.0103924
    0.659966    0.148029   0.0134333
    0.848528    0.233531   0.0278381
     1.03709    0.299633    0.029265
     1.22565    0.429153   0.0375775
     1.41421    0.514182   0.0331936
     1.60278    0.528422   0.0357062
     1.79134    0.475684   0.0260616
      1.9799    0.419641   0.0253757
     2.16846    0.356791   0.0104604
     2.35702    0.319819   0.0165736
     2.54558    0.335844   0.0579819
     2.73415    0.311955   0.0226346
     2.92271    0.227418   0.0220071
     3.11127     0.19168   0.0172335
     3.29983    0.127083   0.0175331
     3.48839     0.10319   0.0116744
     3.67696   0.0715981  0.00700871
     3.86552   0.0417284  0.00722185
     4.05408   0.0294452  0.00828865
     4.24264    0.011515  0.00422117
      4.4312  0.00582942  0.00288444
     4.61976  0.00242016  0.00215843
     4.80833  0.00126269  0.00116902
     4.99689 0.000399852 0.000370191
     5.18545  0.00027709 0.000256536
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00286035  0.00148783
    0.282843   0.0294812  0.00355234
    0.471405   0.0889684   0.0106993
    0.659966    0.146494   0.0118415
    0.848528     0.24649   0.0272079
     1.03709    0.318017   0.0308453
     1.22565    0.434776   0.0332982
     1.41421    0.503939   0.0305838
     1.60278    0.522188   0.0317825
     1.79134    0.474188   0.0228468
      1.9799    0.424396   0.0226448
     2.16846     0.37093   0.0160844
     2.35702    0.332629   0.0188121
     2.54558    0.325067   0.0517261
     2.73415    0.297089   0.0241994
     2.92271    0.224816   0.0194093
     3.11127     0.18498   0.0163297
     3.29983    0.118658    0.017247
     3.48839   0.0979944   0.0113122
     3.67696   0.0654749   0.0083914
     3.86552   0.0382832  0.00709345
     4.05408   0.0299845  0.00727009
     4.24264    0.014357  0.00455073
      4.4312  0.00742401   0.0029317
     4.61976  0.00211764  0.00190971
     4.80833  0.00110485   0.0010335
     4.99689 0.000349871 0.000327274
     5.18545 0.000242454 0.000226795
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00256163  0.00135217
    0.282843   0.0283579  0.00333049
    0.471405    0.100228   0.0142528
    0.659966    0.150438   0.0111629
    0.848528    0.260028   0.0273463
     1.03709     0.31511   0.0275547
     1.22565    0.442637   0.0305124
     1.41421    0.496516    0.028072
     1.60278    0.515724   0.0289009
     1.79134    0.488629     0.02445
      1.9799     0.42846   0.0204901
     2.16846    0.363451   0.0159418
     2.35702    0.337191   0.0172661
     2.54558    0.318558   0.0463864
     2.73415    0.292729   0.0218998
     2.92271    0.213218   0.0204264
     3.11127    0.178719   0.0156698
     3.29983      0.1135   0.0160836
     3.48839   0.0958932   0.0102486
     3.67696   0.0652819  0.00746125
     3.86552   0.0418644   0.0071524
     4.05408   0.0299211  0.00646258
     4.24264   0.0137493  0.00408546
      4.4312  0.00714472  0.00261923
     4.61976  0.00188234  0.00171195
     4.80833 0.000982093 0.000925926
     4.99689 0.000310996  0.00029321
     5.18545 0.000215515 0.000203189
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00285298  0.00124795
    0.282843   0.0263152  0.00356935
    0.471405    0.102366   0.0129869
    0.659966    0.167439   0.0190025
    0.848528    0.260144   0.0246119
     1.03709    0.314272    0.024812
     1.22565    0.439808    0.027592
     1.41421    0.498643   0.0253453
     1.60278     0.51143    0.026328
     1.79134    0.497563   0.0235805
      1.9799    0.427638   0.0184576
     2.16846     0.37333   0.0171377
     2.35702    0.334601   0.0157324
     2.54558    0.315478     0.04185
     2.73415     0.28201   0.0221784
     2.92271    0.209181   0.0187784
     3.11127    0.175277    0.014476
     3.29983    0.112074   0.0145383
     3.48839    0.093262  0.00955556
     3.67696   0.0623629   0.0072637
     3.86552   0.0423503  0.00645364
     4.05408   0.0310587   0.0059156
     4.24264   0.0137739  0.00367699
      4.4312   0.0068059  0.00237912
     4.61976  0.00190772  0.00154095
     4.80833 0.000883883 0.000838525
     4.99689 0.000279896 0.000265533
     5.18545 0.000193963  0.00018401
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00289048  0.00113506
    0.282843   0.0263245  0.00324487
    0.471405    0.102205   0.0118072
    0.659966    0.171123   0.0176284
    0.848528    0.274209   0.0260857
     1.03709     0.31462   0.0225588
     1.22565    0.428137   0.0274414
     1.41421    0.500374   0.0231002
     1.60278    0.509233    0.024026
     1.79134    0.486145   0.0240427
      1.9799    0.434926   0.0181619
     2.16846    0.381206   0.0172949
     2.35702    0.341996   0.0159456
     2.54558    0.315598   0.0380456
     2.73415    0.285003   0.0203631
     2.92271    0.209739   0.0170796
     3.11127    0.166666   0.0155111
     3.29983    0.109972   0.0133677
     3.48839   0.0890624  0.00956529
     3.67696   0.0580551  0.00777655
     3.86552   0.0419644  0.00587848
     4.05408   0.0305475  0.00539985
     4.24264   0.0136801  0.00334391
      4.4312  0.00665591  0.00216756
     4.61976  0.00173429  0.00141059
     4.80833  0.00080353 0.000766136
     4.99689 0.000254451  0.00024261
     5.18545  0.00017633 0.000168124
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00327569   0.0011039
    0.282843   0.0276684  0.00324082
    0.471405   0.0986369   0.0113495
    0.659966    0.170397   0.0161743
    0.848528    0.272613   0.0239607
     1.03709       0.314   0.0206874
     1.22565     0.41945   0.0264939
     1.41421    0.499079   0.0212115
     1.60278    0.508519   0.0220344
     1.79134    0.493483   0.0231319
      1.9799    0.437668    0.016854
     2.16846    0.392487   0.0191833
     2.35702    0.355389    0.019444
     2.54558    0.325601   0.0361662
     2.73415    0.281114    0.019034
     2.92271    0.204179   0.0165366
     3.11127    0.160347   0.0154519
     3.29983    0.108296   0.0123584
     3.48839   0.0875822  0.00888197
     3.67696   0.0552448   0.0076194
     3.86552   0.0388295  0.00616811
     4.05408   0.0280797  0.00548489
     4.24264   0.0125401  0.00325378
      4.4312  0.00610125  0.00205667
     4.61976  0.00158976  0.00130042
     4.80833  0.00073657 0.000705212
     4.99689 0.000233247 0.000223317
     5.18545 0.000161636 0.000154755
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00328434  0.00101902
    0.282843   0.0285902  0.00311987
    0.471405   0.0982829    0.010482
    0.659966    0.172557   0.0150737
    0.848528    0.264897   0.0233268
     1.03709    0.317454   0.0193823
     1.22565    0.421206   0.0245141
     1.41421    0.510294   0.0223486
     1.60278    0.509289   0.0203529
     1.79134    0.486733   0.0223158
      1.9799    0.434686   0.0158191
     2.16846    0.395094   0.0178839
     2.35702    0.356451   0.0179773
     2.54558    0.334472   0.0344552
     2.73415    0.282367    0.017611
     2.92271    0.203074   0.0153014
     3.11127    0.158527   0.0143701
     3.29983    0.104013   0.0121272
     3.48839    0.084069  0.00886637
     3.67696    0.054763   0.0070485
     3.86552   0.0375594  0.00582294
     4.05408   0.0259197  0.00547178
     4.24264   0.0115755  0.00314323
      4.4312  0.00563192  0.00195128
     4.61976  0.00146747  0.00120612
     4.80833  0.00067991 0.000653237
     4.99689 0.000215305 0.000206858
     5.18545 0.000149203 0.000143349
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00404763  0.00119848
    0.282843   0.0317093  0.00417451
    0.471405   0.0973131  0.00977805
    0.659966    0.170533   0.0141322
    0.848528    0.263594   0.0216969
     1.03709    0.324341   0.0191826
     1.22565    0.425599   0.0231532
     1.41421    0.528003   0.0268677
     1.60278    0.508806   0.0189048
     1.79134    0.484731   0.0208114
      1.9799    0.435202   0.0146976
     2.16846    0.389295   0.0175216
     2.35702    0.348981   0.0181787
     2.54558    0.328287   0.0325445
     2.73415    0.278762    0.016718
     2.92271    0.198286   0.0149387
     3.11127    0.156482   0.0134883
     3.29983    0.107843   0.0118502
     3.48839   0.0843407  0.00823722
     3.67696   0.0542659  0.00656255
     3.86552   0.0375966  0.00540713
     4.05408   0.0265919  0.00512206
     4.24264   0.0111275  0.00295047
      4.4312  0.00522964  0.00185291
     4.61976  0.00136265  0.00112452
     4.80833 0.000631345  0.00060838
     4.99689 0.000199926 0.000192654
     5.18545 0.000138545 0.000133506
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00545553  0.00176104
    0.282843   0.0339755  0.00446919
    0.471405   0.0943938  0.00955202
    0.659966    0.166478   0.0137597
    0.848528    0.260944   0.0204117
     1.03709    0.328283   0.0183042
     1.22565    0.430345   0.0220908
     1.41421    0.531965   0.0253671
     1.60278    0.507095   0.0177218
     1.79134    0.487774   0.0196452
      1.9799    0.447014   0.0178438
     2.16846    0.391487   0.0164901
     2.35702    0.348227   0.0169824
     2.54558    0.324366   0.0306103
     2.73415    0.269634   0.0179231
     2.92271    0.196091   0.0141032
     3.11127    0.152341   0.0132097
     3.29983    0.108855   0.0111034
     3.48839   0.0812354  0.00825266
     3.67696   0.0559433  0.00633579
     3.86552   0.0380234  0.00506347
     4.05408   0.0257161  0.00485489
     4.24264   0.0106017  0.00280022
      4.4312    0.004881  0.00176187
     4.61976  0.00127181  0.00105321
     4.80833 0.000589256 0.000569275
     4.99689 0.000186598  0.00018027
     5.18545 0.000129309 0.000124924
     5.37401           0           0
     5.56257           0           0
   0.0942809   0.0053923  0.00165211
    0.282843   0.0361625  0.00469457
    0.471405   0.0941873  0.00895725
    0.659966    0.163129   0.0133011
    0.848528    0.261493   0.0191433
     1.03709     0.32729    0.017187
     1.22565    0.431748   0.0207546
     1.41421    0.529047   0.0239489
     1.60278    0.509476   0.0167733
     1.79134     0.49588   0.0200199
      1.9799    0.456187   0.0189399
     2.16846    0.391422   0.0154596
     2.35702    0.351944   0.0163226
     2.54558    0.319054   0.0291543
     2.73415    0.265942    0.017179
     2.92271    0.196101   0.0132217
     3.11127    0.148449   0.0129445
     3.29983    0.107215   0.0105298
     3.48839    0.078727  0.00810913
     3.67696   0.0559716  0.00593987
     3.86552   0.0375835  0.00476607
     4.05408   0.0243436  0.00474149
     4.24264  0.00993909  0.00270247
      4.4312  0.00457594  0.00167796
     4.61976  0.00119232 0.000990382
     4.80833 0.000552427 0.000534885
     4.99689 0.000174935  0.00016938
     5.18545 0.000121227 0.000117378
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00525275  0.00156081
    0.282843   0.0367317   0.0044528
    0.471405   0.0985747  0.00944392
    0.659966    0.163604   0.0125271
    0.848528    0.255021   0.0190801
     1.03709    0.326477   0.0161953
     1.22565    0.431871   0.0195341
     1.41421    0.527634   0.0225818
     1.60278    0.516881   0.0173444
     1.79134    0.501399   0.0195881
      1.9799    0.462456   0.0188348
     2.16846    0.390775   0.0145637
     2.35702    0.348929   0.0156384
     2.54558    0.308852   0.0291698
     2.73415    0.265734   0.0161697
     2.92271    0.198224   0.0126133
     3.11127    0.147861   0.0121964
     3.29983    0.109788   0.0102198
     3.48839   0.0769397  0.00782661
     3.67696   0.0541436    0.005865
     3.86552   0.0366306  0.00457997
     4.05408   0.0235428  0.00452971
     4.24264  0.00957396  0.00256805
      4.4312  0.00448585  0.00158167
     4.61976  0.00112219 0.000934605
     4.80833 0.000519931 0.000504408
     4.99689 0.000164645 0.000159729
     5.18545 0.000114096 0.000110689
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00511643  0.00148004
    0.282843    0.036006  0.00426415
    0.471405    0.102297  0.00962501
    0.659966    0.161174   0.0120646
    0.848528     0.25322   0.0181048
     1.03709    0.329934   0.0156603
     1.22565    0.434918   0.0186851
     1.41421    0.525043   0.0214753
     1.60278    0.511779   0.0171147
     1.79134     0.50292   0.0185589
      1.9799    0.467613   0.0184809
     2.16846    0.391637   0.0137801
     2.35702    0.351453   0.0149719
     2.54558    0.309808   0.0275649
     2.73415    0.264993   0.0152883
     2.92271    0.197422    0.011938
     3.11127    0.146185   0.0116336
     3.29983    0.109023  0.00968062
     3.48839   0.0762404  0.00742297
     3.67696    0.051875  0.00596182
     3.86552   0.0360251  0.00436538
     4.05408   0.0228923  0.00432451
     4.24264  0.00960405  0.00242555
      4.4312  0.00430757  0.00150382
     4.61976  0.00105984 0.000884759
     4.80833 0.000491046 0.000477211
     4.99689 0.000155498 0.000151117
     5.18545 0.000107757 0.000104721
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00485102  0.00142574
    0.282843   0.0347325  0.00422561
    0.471405    0.105108  0.00952013
    0.659966    0.162146   0.0114687
    0.848528    0.254128   0.0171746
     1.03709    0.328648   0.0148887
     1.22565    0.433881   0.0177305
     1.41421    0.517006   0.0217972
     1.60278    0.516291   0.0167982
     1.79134    0.506004   0.0178365
      1.9799    0.466263   0.0175574
     2.16846    0.389366   0.0132406
     2.35702     0.35766   0.0154171
     2.54558    0.313151    0.026316
     2.73415    0.266284   0.0145381
     2.92271    0.197159   0.0113126
     3.11127    0.144596   0.0111291
     3.29983     0.11008  0.00922858
     3.48839   0.0754868  0.00707045
     3.67696   0.0492752  0.00618897
     3.86552   0.0342789  0.00447124
     4.05408   0.0219704  0.00419401
     4.24264  0.00913475  0.00234285
      4.4312  0.00408085  0.00144166
     4.61976  0.00100406  0.00083995
     4.80833 0.000465202 0.000452794
     4.99689 0.000147314 0.000143385
     5.18545 0.000102086 9.93632e-05
     5.37401           0           0
     5.56257           0           0
   0.0942809  0.00476806  0.00135686
    0.282843   0.0335311  0.00418163
    0.471405    0.105543  0.00905404
    0.659966    0.163318    0.010955
    0.848528    0.254547    0.016321
     1.03709    0.329119   0.0141517
     1.22565    0.430913   0.0170905
     1.41421    0.516081   0.0207269
     1.60278    0.522411   0.0170364
     1.79134    0.508148   0.0170731
      1.9799    0.466134     0.01668
     2.16846    0.392482   0.0129401
     2.35702    0.354258   0.0150169
     2.54558    0.313099   0.0250002
     2.73415    0.266145   0.0138119
     2.92271    0.196119   0.0107946
     3.11127    0.142849    0.010709
     3.29983    0.112326  0.00903632
     3.48839    0.075426  0.00671719
     3.67696   0.0476413  0.00609138
     3.86552   0.0332046  0.00437485
     4.05408   0.0210499  0.00408408
     4.24264  0.00867802  0.00226979
      4.4312  0.00387681  0.00138394
     4.61976 0.000953858 0.000799451
     4.80833 0.000441942 0.000430752
     4.99689 0.000139948 0.000136405
     5.18545 9.69817e-05  9.4526e-05
     5.37401           0           0
     5.56257           0           0
