0 1 0.7795
1 1.01 0.7807
2 1.0201 0.7744
3 1.0303 0.7783
4 1.0406 0.7734
5 1.05101 0.778
6 1.06152 0.7654
7 1.07214 0.7692
8 1.08286 0.7643
9 1.09369 0.771
10 1.10462 0.7584
11 1.11567 0.7599
12 1.12683 0.7557
13 1.13809 0.7558
14 1.14947 0.757
15 1.16097 0.747
16 1.17258 0.7486
17 1.1843 0.7457
18 1.19615 0.7509
19 1.20811 0.7455
20 1.22019 0.7356
21 1.23239 0.7478
22 1.24472 0.7397
23 1.25716 0.7362
24 1.26973 0.7319
25 1.28243 0.7289
26 1.29526 0.7276
27 1.30821 0.7316
28 1.32129 0.7179
29 1.3345 0.721
30 1.34785 0.7162
31 1.36133 0.7199
32 1.37494 0.715
33 1.38869 0.7002
34 1.40258 0.7113
35 1.4166 0.7035
36 1.43077 0.7046
37 1.44508 0.7084
38 1.45953 0.6998
39 1.47412 0.6966
40 1.48886 0.6902
41 1.50375 0.6875
42 1.51879 0.6733
43 1.53398 0.6885
44 1.54932 0.683
45 1.56481 0.6733
46 1.58046 0.6723
47 1.59626 0.6738
48 1.61223 0.6607
49 1.62835 0.6689
50 1.64463 0.6629
51 1.66108 0.6489
52 1.67769 0.6545
53 1.69447 0.6513
54 1.71141 0.6541
55 1.72852 0.6473
56 1.74581 0.643
57 1.76327 0.6395
58 1.7809 0.6395
59 1.79871 0.6324
60 1.8167 0.6335
61 1.83486 0.6171
62 1.85321 0.6206
63 1.87174 0.6165
64 1.89046 0.6085
65 1.90937 0.6175
66 1.92846 0.6111
67 1.94774 0.5976
68 1.96722 0.5955
69 1.98689 0.5969
70 2.00676 0.5923
71 2.02683 0.5924
72 2.0471 0.5912
73 2.06757 0.5819
74 2.08825 0.5722
75 2.10913 0.5754
76 2.13022 0.5703
77 2.15152 0.5711
78 2.17304 0.5635
79 2.19477 0.5563
80 2.21672 0.5555
81 2.23888 0.5492
82 2.26127 0.5452
83 2.28388 0.5362
84 2.30672 0.5427
85 2.32979 0.531
86 2.35309 0.5329
87 2.37662 0.5234
88 2.40038 0.5173
89 2.42439 0.5141
90 2.44863 0.5191
91 2.47312 0.5078
